rank,category,match_score,skills_found,missing_skills
355,AVIATION,0.04192797155955591,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
356,TEACHER,0.0419218516151406,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
357,INFORMATION-TECHNOLOGY,0.04184478040208074,"['data analysis', 'sql']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
358,TEACHER,0.04179704606490707,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
359,ARTS,0.04178198900475262,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
360,TEACHER,0.041741981735589004,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
361,FINANCE,0.0416984519696318,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
362,AUTOMOBILE,0.04165258633914368,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
363,AUTOMOBILE,0.041643944755488216,"['data analysis', 'sql']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
364,HR,0.04162172713335058,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
365,AGRICULTURE,0.041565435357498,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
366,CONSTRUCTION,0.0415495564376431,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
367,FITNESS,0.041497314201468315,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
368,CONSULTANT,0.04146073847225751,"['data analysis', 'sql']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
369,ADVOCATE,0.041439870775079365,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
370,HEALTHCARE,0.04138869875120458,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
371,ENGINEERING,0.041361379061541234,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
372,DIGITAL-MEDIA,0.04123388823424097,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
373,CONSULTANT,0.04114139870574311,"['data analysis', 'sql', 'statistics']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'tensorflow', 'visualization']"
374,AVIATION,0.04095921954091188,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
375,CONSULTANT,0.04086189632910136,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
376,ARTS,0.04079160806791058,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
377,BUSINESS-DEVELOPMENT,0.04076231951705383,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
378,TEACHER,0.04067396140663465,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
379,ACCOUNTANT,0.040644023748470336,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
380,ENGINEERING,0.04061997830909236,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
381,AVIATION,0.040575257714881276,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
382,ADVOCATE,0.04049725682838433,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
383,TEACHER,0.04041878986864385,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
384,AVIATION,0.040357573915855385,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
385,INFORMATION-TECHNOLOGY,0.040354635622479776,['cloud'],"['data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
386,AVIATION,0.040330754439286395,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
387,TEACHER,0.04031959238842958,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
388,AGRICULTURE,0.04028381231711485,"['sql', 'statistics']","['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'tensorflow', 'visualization']"
389,ENGINEERING,0.040147101163066946,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
390,AVIATION,0.04008192833599228,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
391,AVIATION,0.03999959443919788,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
392,BANKING,0.03999411564780406,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
393,ENGINEERING,0.03996954765886606,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
394,PUBLIC-RELATIONS,0.03990783513815596,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
395,ENGINEERING,0.03986906605060697,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
396,ADVOCATE,0.03983004220219413,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
397,HEALTHCARE,0.03979175137622683,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
398,ACCOUNTANT,0.03960337779966189,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
399,HEALTHCARE,0.03959960762478795,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
400,FITNESS,0.03956490701330294,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
401,FITNESS,0.0395528991078055,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
402,CONSTRUCTION,0.03949315617535993,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
403,HEALTHCARE,0.03949189126061231,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
404,TEACHER,0.039419889175503646,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
405,ARTS,0.039380847095030744,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
406,ACCOUNTANT,0.039321042639715004,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
407,TEACHER,0.03930097277165211,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
408,HEALTHCARE,0.03926257902701255,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
409,AVIATION,0.03925040433490084,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
410,FITNESS,0.03923807484692589,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
411,INFORMATION-TECHNOLOGY,0.03918937228659845,"['sql', 'statistics']","['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'tensorflow', 'visualization']"
412,ADVOCATE,0.0391881497983594,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
413,DESIGNER,0.039171610349152106,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
414,DIGITAL-MEDIA,0.039154036099216416,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
415,ACCOUNTANT,0.03909589401946023,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
416,PUBLIC-RELATIONS,0.039079122531089014,['visualization'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow']"
417,FINANCE,0.039069003662322715,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
418,ADVOCATE,0.039056964146300645,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
419,DESIGNER,0.03899598951692981,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
420,SALES,0.03897173973699452,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
421,TEACHER,0.03891811032716245,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
422,AGRICULTURE,0.03889715046286929,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
423,DESIGNER,0.038776019216482396,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
424,TEACHER,0.03868361308057436,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
425,AVIATION,0.03864551673270315,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
426,PUBLIC-RELATIONS,0.038584045765869435,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
427,DIGITAL-MEDIA,0.03857122934439487,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
428,TEACHER,0.03852016762319241,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
429,HEALTHCARE,0.03841463876961123,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
430,FITNESS,0.03839324263276717,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
431,ENGINEERING,0.038275870206429315,"['cloud', 'data analysis']","['deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
432,TEACHER,0.03822766670866597,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
433,FITNESS,0.03822578045408951,"['data analysis', 'statistics']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
434,FINANCE,0.03822406037213444,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
435,DIGITAL-MEDIA,0.03816085581386214,"['cloud', 'sql']","['data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
436,BANKING,0.03812690259429902,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
437,AGRICULTURE,0.038063683274521115,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
438,ADVOCATE,0.03805521254312502,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
439,HEALTHCARE,0.038035824607125825,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
440,ARTS,0.03796196996736776,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
441,AGRICULTURE,0.03792655065135962,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
442,DESIGNER,0.03791803341196419,['visualization'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow']"
443,PUBLIC-RELATIONS,0.03789998017870797,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
444,ADVOCATE,0.03784503277808819,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
445,SALES,0.03783324940286011,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
446,CONSTRUCTION,0.03778726454737316,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
447,PUBLIC-RELATIONS,0.03772449807833343,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
448,FINANCE,0.03766494044461835,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
449,ENGINEERING,0.037569663359334086,"['sql', 'statistics']","['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'tensorflow', 'visualization']"
450,APPAREL,0.037500314934127726,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
451,INFORMATION-TECHNOLOGY,0.037440260039780446,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
452,TEACHER,0.03743732306023071,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
453,HEALTHCARE,0.037417112612401396,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
454,CONSTRUCTION,0.03734176049609257,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
455,CONSULTANT,0.03730562131566725,['cloud'],"['data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
456,TEACHER,0.03729122918901469,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
457,CONSTRUCTION,0.03721197846372057,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
458,AVIATION,0.03712836475776964,['python'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
459,CONSULTANT,0.037069357182467344,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
460,BUSINESS-DEVELOPMENT,0.037039467354997684,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
461,ADVOCATE,0.03696479449558305,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
462,PUBLIC-RELATIONS,0.03696000887649631,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
463,BUSINESS-DEVELOPMENT,0.03695832859630058,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
464,ADVOCATE,0.03688469168125113,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
465,TEACHER,0.03688431061949379,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
466,INFORMATION-TECHNOLOGY,0.03670237707773073,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
467,SALES,0.036698125059067416,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
468,ENGINEERING,0.03664094465696715,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
469,INFORMATION-TECHNOLOGY,0.03663142326330702,['python'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
470,AGRICULTURE,0.03652788087550682,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
471,AGRICULTURE,0.036514316689118496,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
472,INFORMATION-TECHNOLOGY,0.03640204742762679,"['data analysis', 'sql']","['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
473,DESIGNER,0.03637453189918981,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
474,APPAREL,0.03636960904401651,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
475,APPAREL,0.03627972948346475,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
476,HR,0.03620066565723781,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
477,FINANCE,0.03617788989208232,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
478,ADVOCATE,0.036168277300291866,['statistics'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'tensorflow', 'visualization']"
479,CHEF,0.03612742572893364,['cloud'],"['data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
480,FINANCE,0.03610437829197133,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
481,DIGITAL-MEDIA,0.03603498653452393,['data analysis'],"['cloud', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
482,INFORMATION-TECHNOLOGY,0.035938484926381714,['sql'],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'statistics', 'tensorflow', 'visualization']"
483,ACCOUNTANT,0.035933477101324975,[],"['cloud', 'data analysis', 'deep learning', 'keras', 'machine learning', 'nlp', 'numpy', 'pandas', 'python', 'scikit', 'sql', 'statistics', 'tensorflow', 'visualization']"
